Time,Memory,Method
427741,4016,GET
449430,4016,GET
439262,4016,GET
421699,4016,GET
443970,4016,GET
420797,4016,GET
425576,4016,GET
437128,4016,GET
425236,4016,GET
429343,4016,GET
456825,4016,GET
423853,4016,GET
425055,4016,GET
441165,4016,GET
430906,4016,GET
424524,4016,GET
433641,4016,GET
455342,4016,GET
439642,4016,GET
408935,4016,GET
368179,4016,GET
463427,4016,GET
403355,4016,GET
416679,4016,GET
433281,4016,GET
431437,4016,GET
423642,4016,GET
437659,4016,GET
468186,4016,GET
424334,4016,GET
418162,4016,GET
427971,4016,GET
437408,4016,GET
464168,4016,GET
422981,4016,GET
441986,4016,GET
417221,4016,GET
460592,4016,GET
439893,4016,GET
440925,4016,GET
467725,4016,GET
451565,4016,GET
416529,4016,GET
438741,4016,GET
452025,4016,GET
428001,4016,GET
470610,4016,GET
421068,4016,GET
421348,4016,GET
393126,4016,GET
437238,4016,GET
482643,4016,GET
418874,4016,GET
442288,4016,GET
428161,4016,GET
449471,4016,GET
427520,4016,GET
443118,4016,GET
441676,4016,GET
447677,4016,GET
425005,4016,GET
425847,4016,GET
449230,4016,GET
454791,4016,GET
262551,4016,GET
459860,4016,GET
418583,4016,GET
465541,4016,GET
420477,4016,GET
444882,4016,GET
452417,4016,GET
410708,4016,GET
409907,4016,GET
450893,4016,GET
419816,4016,GET
432128,4016,GET
419795,4016,GET
452055,4016,GET
417351,4016,GET
440003,4016,GET
441887,4016,GET
425637,4016,GET
458197,4016,GET
417020,4016,GET
440594,4016,GET
437288,4016,GET
434713,4032,GET
435915,4016,GET
432980,4016,GET
418453,4016,GET
451304,4016,GET
430605,4016,GET
420297,4016,GET
434222,4016,GET
379720,4016,GET
418844,4016,GET
440905,4016,GET
449251,4016,GET
419255,4016,GET
474067,4016,GET
418132,4016,GET
418222,4016,GET
470350,4016,GET
443500,4016,GET
417812,4016,GET
430375,4016,GET
423372,4016,GET
442708,3952,GET
254075,3952,GET
434342,3952,GET
409667,3952,GET
446906,3952,GET
467093,3952,GET
411971,3952,GET
265116,3952,GET
370062,3952,GET
446516,3952,GET
447167,3952,GET
418703,3952,GET
530683,3952,GET
420516,3952,GET
392103,3952,GET
418483,3952,GET
418753,3952,GET
428512,3952,GET
403204,3952,GET
423753,3952,GET
411039,3952,GET
429804,3952,GET
402513,3952,GET
427489,3952,GET
417691,3952,GET
407742,3952,GET
404597,3992,GET
435054,3952,GET
417922,3952,GET
426778,3952,GET
413263,3952,GET
425145,3952,GET
460462,3952,GET
442958,3952,GET
403255,3952,GET
412502,3952,GET
408284,3952,GET
420196,3952,GET
440744,3952,GET
254576,3952,GET
454069,3952,GET
429553,3952,GET
439212,3952,GET
421649,3952,GET
429884,3952,GET
445904,3952,GET
461193,3952,GET
474238,3952,GET
471102,3952,GET
421909,3952,GET
461072,3952,GET
441827,3952,GET
445002,3952,GET
436196,3952,GET
480179,3952,GET
457285,3952,GET
467655,3952,GET
414175,3952,GET
457285,3952,GET
425516,3952,GET
407612,3952,GET
410158,3952,GET
526365,3952,GET
411510,3952,GET
469258,3952,GET
464579,3952,GET
588621,3952,GET
463868,3952,GET
444752,3952,GET
511337,3952,GET
413243,3952,GET
428031,3952,GET
484847,3952,GET
429644,3952,GET
432359,3952,GET
378819,3952,GET
